unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1633752000000,2021-10-09 04:00:00,ETH/USDT,3580.71,3589.38,3570.30,3588.34,23409.775,83821952.72353,47356
1633748400000,2021-10-09 03:00:00,ETH/USDT,3576.56,3590.26,3565.00,3580.71,36679.122,131302590.30055,57483
1633744800000,2021-10-09 02:00:00,ETH/USDT,3560.57,3577.13,3546.05,3576.57,38236.114,136173662.61128,61211
1633741200000,2021-10-09 01:00:00,ETH/USDT,3584.53,3591.21,3554.37,3560.80,36516.901,130358369.12255,58818
1633737600000,2021-10-09 00:00:00,ETH/USDT,3563.82,3585.85,3538.10,3584.52,62752.679,223657692.44539,86011
1633734000000,2021-10-08 23:00:00,ETH/USDT,3576.93,3576.93,3548.00,3563.81,40714.139,145010906.85222,65517
1633730400000,2021-10-08 22:00:00,ETH/USDT,3574.43,3594.70,3564.12,3577.04,37399.366,133868420.66817,62693
1633726800000,2021-10-08 21:00:00,ETH/USDT,3555.55,3580.98,3548.64,3574.44,47560.610,169634898.15756,74524
1633723200000,2021-10-08 20:00:00,ETH/USDT,3627.64,3631.78,3531.00,3555.55,108123.453,386499262.43210,126357
1633719600000,2021-10-08 19:00:00,ETH/USDT,3626.73,3637.69,3608.00,3627.27,34483.763,124889600.40298,57452
1633716000000,2021-10-08 18:00:00,ETH/USDT,3627.92,3647.62,3623.20,3626.73,30444.009,110682159.46951,51543
1633712400000,2021-10-08 17:00:00,ETH/USDT,3632.67,3643.97,3611.31,3627.85,36652.730,132888035.10315,58241
1633708800000,2021-10-08 16:00:00,ETH/USDT,3622.53,3650.19,3607.00,3632.66,72657.062,263704503.36199,89599
1633705200000,2021-10-08 15:00:00,ETH/USDT,3652.79,3656.54,3600.00,3622.53,95619.343,346943562.27509,116576
1633701600000,2021-10-08 14:00:00,ETH/USDT,3598.91,3664.87,3595.78,3652.97,111475.758,405112440.17596,131842
1633698000000,2021-10-08 13:00:00,ETH/USDT,3603.13,3620.87,3585.86,3599.00,84638.550,304800133.42982,106307
1633694400000,2021-10-08 12:00:00,ETH/USDT,3614.48,3625.00,3582.00,3603.13,99751.557,359414446.97141,126173
1633690800000,2021-10-08 11:00:00,ETH/USDT,3630.23,3647.69,3613.00,3614.46,56928.990,206672635.99397,79445
1633687200000,2021-10-08 10:00:00,ETH/USDT,3629.47,3645.00,3619.32,3630.56,39918.095,144939119.54394,64157
1633683600000,2021-10-08 09:00:00,ETH/USDT,3666.00,3674.88,3609.62,3629.47,95057.920,346235199.12606,127150
1633680000000,2021-10-08 08:00:00,ETH/USDT,3605.36,3675.41,3600.10,3666.00,159273.619,580079150.86420,189102
1633676400000,2021-10-08 07:00:00,ETH/USDT,3583.92,3616.00,3574.45,3605.38,63777.415,229395910.42666,86302
1633672800000,2021-10-08 06:00:00,ETH/USDT,3585.99,3594.33,3570.80,3583.91,30302.328,108523050.41144,53845
1633669200000,2021-10-08 05:00:00,ETH/USDT,3575.49,3586.93,3549.30,3585.99,43827.831,156387813.07814,68803
1633665600000,2021-10-08 04:00:00,ETH/USDT,3575.98,3583.05,3565.97,3575.49,26071.609,93218483.21653,46757
1633662000000,2021-10-08 03:00:00,ETH/USDT,3570.62,3577.81,3553.31,3575.99,45582.874,162564667.15604,71686
1633658400000,2021-10-08 02:00:00,ETH/USDT,3610.47,3620.00,3564.92,3570.62,67026.676,240283245.80904,92646
1633654800000,2021-10-08 01:00:00,ETH/USDT,3606.42,3618.37,3590.49,3610.48,35980.127,129733527.23134,61234
1633651200000,2021-10-08 00:00:00,ETH/USDT,3589.85,3616.13,3576.47,3606.42,38682.026,139237101.80233,67990
1633647600000,2021-10-07 23:00:00,ETH/USDT,3607.91,3609.81,3559.91,3589.85,66901.965,239963796.78861,91903
1633644000000,2021-10-07 22:00:00,ETH/USDT,3639.06,3644.00,3592.41,3608.01,62274.169,224971600.97214,94985
1633640400000,2021-10-07 21:00:00,ETH/USDT,3626.57,3659.98,3617.97,3639.06,69104.990,251793705.29594,97530
1633636800000,2021-10-07 20:00:00,ETH/USDT,3609.50,3640.94,3605.10,3626.10,48770.494,176743066.84021,76060
1633633200000,2021-10-07 19:00:00,ETH/USDT,3594.00,3618.00,3593.84,3609.50,32416.760,116986222.63629,52643
1633629600000,2021-10-07 18:00:00,ETH/USDT,3612.25,3619.99,3585.00,3594.00,37162.817,133846009.33239,66690
1633626000000,2021-10-07 17:00:00,ETH/USDT,3599.14,3630.00,3593.15,3612.25,60355.312,217986259.15965,92201
